sha256,size,vsize,imports,exports,has_debug,has_relocations,has_resources,has_signature,has_tls,symbols,numstrings,paths,urls,registry,MZ,printables,avlength,file_type_prob_trid,A,B,C,file_type_trid,predicted_label
a7a8016784e223d37da9d76ea35476ed59ace3daf3128006316f23e20a7497e3,13232,16384.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,88.0,0.0,14.0,0.0,1.0,2543.0,28.89772727,42.7,13.87785376,5.530450821,vh,Win32 Executable (generic),0
992bdd5f53399993db6fea6c76761e27d60095e3b522c6a0a4f9920f2d121b97,962394,2072576.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4013.0,0.0,0.0,0.0,14.0,22891.0,5.704211313,42.7,11.15613508,6.554471016,vh,Win32 Executable (generic),1
cb8928ff2faf2921b1eddc267dce1bb64e6fee4d15b68cd32588e0f3be116b03,626688,634880.0,161.0,1466.0,1.0,1.0,1.0,0.0,0.0,0.0,4506.0,0.0,0.0,0.0,4.0,41506.0,9.211273857,34.0,4.295941478,5.792038918,er,Win32 EXE PECompact compressed (generic),0
4d12ad00ce27e092e49ad72599bda5d0882aa878c124ddd7d5b8feebff08c50a,67072,303104.0,16.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,314.0,0.0,1.0,0.0,1.0,3655.0,11.64012739,38.4,-1.133653824,5.384372234,vh,Win32 Dynamic Link Library (generic),1
a8f085676dee674507682c543fbb505f8ee19975f5dad1dd4b1eb6992267152a,1055352,1069056.0,1398.0,6113.0,1.0,1.0,1.0,1.0,0.0,0.0,10325.0,1.0,14.0,1.0,2.0,612157.0,59.28881356,37.8,-0.266585416,5.167461881,vh,Win32 Executable MS Visual C++ (generic),0
0a35be90214b2f08b388e743ff7081c7a0f2d16944cd9d0ca6896c502b4b3bd4,385256,380928.0,118.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1825.0,2.0,20.0,0.0,8.0,18839.0,10.32273973,41.0,4.277600013,6.230239391,er,Win32 Executable MS Visual C++ (generic),0
a474400b48de0bc18841e40b4a2df1dc0d71fe9142295c06df98324a7697d042,30720,45056.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,1.0,1014.0,6.584415584,38.4,5.491970843,6.413972378,mc,Win32 Dynamic Link Library (generic),1
f1d9a0892b9dd9240d5001cdf5675ec34e885bc386731e8e34ecbd02f4990e84,436224,454656.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,5.0,867.0,12.04166667,38.4,4.424473133,5.719968796,er,Win32 Dynamic Link Library (generic),1
aba87270ec057b4e5be76a9499a2d78ec56c9b2da2ed2ae3c6f19feb5d635ef2,1126912,1134592.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,7710.0,0.0,2.0,0.0,5.0,249054.0,32.30272374,53.6,9.398025096,5.51982519,mc,Win64 Executable (generic),0
21cc729434a80b21d74ce30bee422ea24c8f8b0408fa801c0d76829847525318,3681792,8863744.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18903.0,1.0,0.0,0.0,42.0,110269.0,5.833412686,39.0,4.499609495,6.536640095,mc,UPX compressed Win32 Executable,1
ed720a3ddd41ae7e6324021f5ea61ae9783ba516b9ee5bab6311abd295992f27,366080,393216.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10325.0,0.0,0.0,0.0,42.0,72596.0,7.031089588,61.5,3.006935531,4.981565932,vh,"Generic CIL Executable (.NET, Mono, etc.)",1
ebd911cdfb8ed79d1d98b622632af080fbe54b3f428d51f271ae45ed81106796,1130344,1134592.0,247.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3312.0,0.0,39.0,0.0,9.0,82571.0,24.93085749,83.7,4.14349622,5.833530537,vh,Windows Control Panel Item (generic),1
07240f9191953126b503a28e7823a4474af8fb27280f77c57a83bce483b653a3,397824,1224704.0,213.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1874.0,0.0,0.0,0.0,4.0,12861.0,6.862860192,82.0,12.31042857,6.425596237,bf,Win64 Executable (generic),1
5d0d8aee1babd17d3ab651e01dc8ddfe01bd83ec0404bdd6918f5690852dd02b,482339,237568.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2561.0,1.0,13.0,0.0,7.0,39778.0,15.53221398,33.3,4.325650695,5.883973122,mc,<unknown>,1
2cb416277384694078c0ea0cf71888ef7fdf6796d957496b0e5aa58c4a18b993,47849,217088.0,155.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,320.0,0.0,1.0,0.0,1.0,4627.0,14.459375,93.1,2.007195459,5.584840775,vh,NSIS - Nullsoft Scriptable Install System,1
c0d8ef71e5d2d0f39871a700fb780c73b9614c42d66fde6b8ae6379556311c9e,271614,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,967.0,0.0,1.0,0.0,3.0,11882.0,12.28748707,91.6,6.595798735,5.796093464,cs,WinRAR Self Extracting archive (4.x-5.x),0
fff23ef363a571f6404f113c075f6e5e75cc49151614801a519741cef2b1186e,219278,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,732.0,0.0,1.0,0.0,3.0,10583.0,14.45765027,91.4,-8.314025761,5.61146307,vh,WinRAR Self Extracting archive (4.x-5.x),0
88e209e646e86d3025d6375e0ca5ecc3879fd7995d63b09d3cefc8f8243eb29d,964204,2072576.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4034.0,0.0,0.0,0.0,14.0,23004.0,5.702528508,42.7,2.504461577,6.55477047,er,Win32 Executable (generic),1
709df1bbd0a5b15e8f205b2854204e8caf63f78203e3b595e0e66c918ec23951,6741669,319488.0,94.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,31946.0,1.0,0.0,0.0,107.0,198617.0,6.217272898,33.5,13.18314324,6.563394995,vh,Microsoft Visual C++ compiled executable (generic),0
396b189cd8a9a17b70d2c6b90ed5d6c32b45bf275acc52525013517f042a708c,24040,49152.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,123.0,0.0,7.0,0.0,1.0,2205.0,17.92682927,93.2,9.215499825,5.295077324,mc,Generic .NET DLL/Assembly,0
fddb3b165fcc528511d95cde4672f8f73de4c1efe2b8af030f5e5eb4e0108c46,7468032,7520256.0,540.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,34361.0,1.0,0.0,0.0,10.0,453617.0,13.20150752,61.4,-1.305455049,5.701253041,gow,Win32 EXE PECompact compressed (generic),1
e85f86a34caea53d332be08eede47cc0957acd325735cae775870a44c20112ce,254430,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,911.0,0.0,1.0,0.0,3.0,11588.0,12.72008782,91.4,-0.354699203,5.769482613,bf,WinRAR Self Extracting archive (4.x-5.x),0
08050ff4c18321affea656b76000b81ba645ae2ad1aca029a76d4284791ad63e,100352,5562368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,1.0,1.0,0.0,2.0,4368.0,6.814352574,38.4,3.35303639,6.44221735,vh,Win32 Dynamic Link Library (generic),0
1fde3dd9e41b516156b62b3a7f801d34c9298308e0ca677b16de64ade77ee442,1477667,2154496.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7650.0,0.0,0.0,0.0,26.0,57006.0,7.451764706,53.1,12.46333592,6.33790493,mc,Win32 EXE PECompact compressed (v2.x),0
ec5c13aad0c59fca1484030e5b97d4ce55b184d0d23d26312ea6a7d287b408a0,442045,352256.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,998.0,0.0,1.0,0.0,4.0,9010.0,9.028056112,35.7,3.521359808,6.213096142,er,Win32 Executable (generic),1
822c0075e01a91ce251c58af7a7b37b21f01f2c197282ebf7319a74115ed84fb,7730776,7917568.0,38.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,38797.0,47.0,51.0,19.0,14.0,567014.0,14.6148929,56.9,-1.009317763,5.889064743,bf,Inno Setup installer,0
1e5597536e937263e191e1259d8736ab6bce4e51aeac32014c9f6d25d4bb865d,99328,73728.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,1.0,0.0,0.0,2.0,2309.0,5.729528536,42.7,18.58152988,6.546106339,er,Win32 Executable (generic),1
2834430b982809ac5278f8475c6380f5f476b25f6041da836b7816e20e15f980,60928,90112.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,762.0,0.0,32.0,0.0,1.0,15084.0,19.79527559,55.8,12.29706811,5.072587013,bf,"Generic CIL Executable (.NET, Mono, etc.)",0
ef35e75886586d9a7c94be6aa67de7328eb87ecf0a2dceca2af79053de3a7458,4001292,40660992.0,146.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17972.0,1.0,0.0,0.0,61.0,103597.0,5.764355664,59.8,7.273284449,6.581483603,gow,WinRAR Self Extracting archive (4.x-5.x),0
3c603cf2a6ac7deaa16a817ba80f66c8c802779771abeb411133e9f0595b9b45,3630272,3624960.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,34665.0,14.0,199.0,0.0,8.0,842433.0,24.30212029,42.7,6.660828174,5.682064889,vh,Win32 Executable (generic),0
11e25c48acf1f14b96008e5e0bba8a6d44856f6d91880f99983e614f192fe627,38400,65536.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,608.0,0.0,15.0,0.0,2.0,20997.0,34.53453947,84.0,7.110142326,4.872256279,vh,Generic .NET DLL/Assembly,0
732242b6e76d4d1a19b90276fc25937879028c31f6a2831f9193f958054ed64f,90112,110592.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,395.0,0.0,0.0,0.0,7.0,15692.0,39.72658228,45.5,-1.395000167,1.656183004,cs,Win16 NE executable (generic),1
78faeab16a6cd53cebd4325c2e4dfc7f2b8eebb88028943ccd661d648969b483,135168,155648.0,27.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,709.0,0.0,0.0,0.0,6.0,5416.0,7.638928068,34.2,6.307182284,5.983091354,vh,Win32 Dynamic Link Library (generic),1
a2428424e631f169f6142e40e38492f4392cd96f5441ae68d5ef82e273a538e0,11504,32768.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,126.0,0.0,15.0,0.0,2.0,2594.0,20.58730159,38.4,10.91581016,5.331105709,vh,Win32 Dynamic Link Library (generic),0
8587be92e930f35c8c4f09cd5d67a8d21dcf00e1d4dc705897a7bca8fc156d72,244030,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,836.0,0.0,1.0,0.0,4.0,11163.0,13.35287081,91.6,-8.913372706,5.705835819,vh,WinRAR Self Extracting archive (4.x-5.x),0
59053e4fdad880a8ba94624089728999596aed2b7f932f4f1a51de6e6b5a1e97,600600,1802240.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2753.0,0.0,0.0,0.0,12.0,16357.0,5.941518344,92.6,11.06476405,6.535152435,er,ASPack compressed Win32 Executable (generic),0
6b720dd5d4c57a19cb73bbeeadfe15dc544f7420e1bdc474ad2972c28f8f67b8,43008,65536.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,515.0,1.0,0.0,0.0,1.0,9628.0,18.69514563,38.4,5.529189223,4.978033543,bf,Win32 Dynamic Link Library (generic),0
79bf60e3b73971d114adfb58fd91ab40a533f30208d87b547aae78478bdbff41,1056581,208896.0,155.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4869.0,1.0,1.0,0.0,10.0,30039.0,6.16943931,92.7,8.135292401,6.549935341,gow,NSIS - Nullsoft Scriptable Install System,0
49e7ccf8e24d7b58d884e0f0d360748af185b8803f8708554e7142edb443fc15,320449,335872.0,131.0,86.0,1.0,1.0,1.0,0.0,0.0,0.0,1048.0,1.0,3.0,0.0,7.0,15376.0,14.67175573,45.0,1.630361419,6.057731628,er,Win64 Executable (generic),1
558df17f0d75f7fcbbfb236fb35648bc0b47c37e7a88a0181be81c77a357c3d6,9778,40960.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,566.0,7.447368421,100.0,17.286797,5.95903492,vh,DOS Executable Generic,1
b6c33216ec2169eb51f267400092a9dcbaa745fbeee7c0ff0191e3eb0dbb2710,50178,118784.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,325.0,6.5,42.7,0.416417084,5.397955418,mc,Win32 Executable (generic),0
646f1190753e35eccb85b3a840f49eebec1e32eed8299bcc9df3f275a91c5889,2445312,9666560.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11251.0,0.0,3.0,0.0,31.0,63964.0,5.685183539,59.0,-2.323606691,6.564472198,mc,Win64 Executable (generic),0
2d85bb1416799104399cc3c185ed09478617c9cb41be7f2574506c337dc34c19,479232,479232.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14374.0,1.0,0.0,0.0,248.0,111016.0,7.723389453,88.6,-0.954486472,6.581414131,vh,Win32 Executable Microsoft Visual Basic 6,1
db3fdee4e0663fa314d7f9d7ec99e2e86bfa3366055ac0cd5c2e36e6ffe5c65e,223998,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,760.0,0.0,1.0,0.0,3.0,10734.0,14.12368421,91.6,5.055571701,5.637844563,vh,WinRAR Self Extracting archive (4.x-5.x),0
d59bd491cca774cb112866d4c3c9f6d5de91f76a5e4d6f5bb37db07a3c50f645,220798,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,741.0,0.0,1.0,0.0,3.0,10639.0,14.35762483,91.4,0.312731798,5.620540619,er,WinRAR Self Extracting archive (4.x-5.x),0
d641e29f889c67bdebc79c252a9e85288944596562152879a964c80788ecbf08,210610,282624.0,62.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,506.0,0.0,0.0,0.0,4.0,8002.0,15.81422925,29.5,19.78792912,5.992341995,bf,Win32 Executable MS Visual C++ (generic),1
6cd8a0836dccc4667e4e3ebf8acbdf4aa16f5311acd25de2ee51d4e6c505164e,644608,667648.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4944.0,0.0,0.0,0.0,5.0,47528.0,9.613268608,35.5,-2.096165611,5.985142708,vh,Win32 Executable Delphi generic,1
49a3060ad231f77a0232b91a44ad621c79dadebf136b501b5b39966b6933d646,1373000,1200128.0,172.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6468.0,0.0,41.0,0.0,25.0,42402.0,6.555658627,41.0,-9.936590949,6.539894581,vh,Win32 Executable MS Visual C++ (generic),0
2028f6433bf1a3c15cb6aef49e1c4d219435075d6d3e37042ecd91f71a3bb7ef,808608,884736.0,411.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2132.0,2.0,16.0,0.0,4.0,29740.0,13.94934334,52.9,-0.866080808,5.773540497,er,Win32 Executable (generic),0
ae2ecd85f20060d5e271295a87934386d5443cc6bf5a1814c09698fb689c3c3b,965144,2072576.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4020.0,0.0,0.0,0.0,14.0,22930.0,5.7039801,32.3,3.149605635,6.554634094,bf,Win16 NE executable (generic),1
2388a96a74a6e1df73606076368e1dcecf74f6905ccf45c4b1ddf7cf5aaf953e,438272,430080.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,242.0,0.0,1.0,0.0,1.0,7350.0,30.37190083,33.6,6.528091496,5.289773941,vh,OS/2 Executable (generic),0
89c5612c21dc464da1297c5292a175f7259699fd858711acf84ef77e97c7a3fa,150528,172032.0,152.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,716.0,0.0,0.0,0.0,4.0,8322.0,11.62290503,74.0,6.888637609,6.093165874,cs,Win32 MS Cabinet Self-Extractor (WExtract stub),0
66f63e885147946bdb2534015f7650f04d6b0b27164a65fc18491d9314154a11,1914880,1941504.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9176.0,1.0,0.0,0.0,18.0,56519.0,6.159437663,72.5,9.744739437,6.546944141,er,"Generic CIL Executable (.NET, Mono, etc.)",0
0a3aa468bf11fe64da2c5a120cb5d6a45b57f5692a995117995c9f3117e4fa2a,735096,737280.0,113.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2396.0,1.0,40.0,0.0,4.0,34783.0,14.51711185,72.3,1.020186002,5.937793255,vh,Win64 Executable (generic),0
0265a28e65e26c73626a2390f22a819f24962ed3daecb33ec79f40b4c7ddc4f1,207872,237568.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2666.0,0.0,0.0,0.0,1.0,40947.0,15.35896474,61.7,-5.08331375,4.887329578,vh,Win64 Executable (generic),0
61536083e57593d8c35e01907aac0d5aec4c34bdbe403c356e5300025bf6d217,311232,294912.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1542.0,0.0,17.0,0.0,5.0,11588.0,7.514915694,39.3,-5.097302842,6.469079971,mc,UPX compressed Win32 Executable,0
079260e6616f8341ebedee8e0ad9ee7523a548621e90c2e882d44736615661f8,12808,32768.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,164.0,0.0,15.0,0.0,2.0,3303.0,20.1402439,38.4,5.392383639,5.329082489,bf,Win32 Dynamic Link Library (generic),0
2b2d0c480bd8565743072c5f6ff75d6d0aa8792c0616ee95351c0b6fda026187,22975477,360448.0,155.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,106620.0,1.0,1.0,0.0,333.0,600466.0,5.631832677,91.7,-0.768329132,6.584742868,vh,NSIS - Nullsoft Scriptable Install System,0
4fda8bbb9d5867b415c66990e7d9058386f9977d23269f0a10a3aa6dddd04c0e,964594,2072576.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4038.0,0.0,0.0,0.0,14.0,23025.0,5.702080238,42.7,9.276328742,6.554866791,vh,Win32 Executable (generic),1
0340ed067210a63e76baa0a810ba9990f18f8059fec5d268d39c1be36a4f0f59,864768,884736.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5760.0,0.0,2.0,0.0,6.0,70349.0,12.21336806,55.8,11.40633866,5.753526704,er,"Generic CIL Executable (.NET, Mono, etc.)",0
dfab4f24a098f6e5c023819f8c575b2f56a05eca0c16b32519df6d85a9d6f713,359424,385024.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,2.0,6985.0,9.239417989,62.0,3.445144351,6.10343647,gow,"Generic CIL Executable (.NET, Mono, etc.)",1
68cf024c65cd73a72f0b376092f75e461baba672222159dcc9a7271564553d43,31737,1187840.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,143.0,0.0,0.0,0.0,1.0,2003.0,14.00699301,38.3,1.462401668,5.349021912,mc,Win32 Dynamic Link Library (generic),1
30f4507da6cb95ee64aa99e5e2b4bbf3dcddabd8686b44e62a4066b7a35573cb,310440,323584.0,49.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2603.0,2.0,20.0,0.0,2.0,53751.0,20.64963504,43.0,6.471946468,5.066485882,vh,Win64 Executable (generic),0
8d1c4a3f2b8f0db8e3b878fb7126f72e7bea573c6b3ec51b67814967b560ff35,1353262,3784704.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6716.0,0.0,0.0,0.0,21.0,37681.0,5.610631328,72.3,1.981772102,6.512608051,gow,Win64 Executable (generic),1
eee04a9f5146108622b895f2e9f23d85a073304e060e4f77e239b5981c2554ef,32256,40960.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,247.0,30.875,35.8,9.330092265,4.245987415,er,Win32 Executable (generic),0
f103330dd05478759890500d4c3c353e89b101002b91b30177ad23c7452d4222,731256,724992.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,747.0,2.0,20.0,0.0,1.0,10934.0,14.63721553,42.7,3.181554853,4.682745934,vh,Win32 Executable (generic),0
d28db70c85a9e31ef6fa296f6104ebcb68840b1a1a506c9945a54a8ad1550d00,846656,847872.0,166.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,3082.0,2.0,10.0,0.0,3.0,67664.0,21.95457495,72.2,-0.924053113,5.949788056,er,Windows ActiveX control,0
0cda23291993d1dafa35a99c1c9680464259bfb2a1d6b44b92d9ff6370bf6937,32000,40960.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,453.0,2.0,20.0,0.0,1.0,8479.0,18.71743929,72.5,12.75440167,5.355429173,vh,"Generic CIL Executable (.NET, Mono, etc.)",0
a529df9ce95174f7699f5aefa2d15d13ff356812bf1a9d28b1f2c9993cc71244,7082944,7180288.0,631.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,26309.0,2.0,22.0,2.0,10.0,464977.0,17.67368581,82.0,-4.306289556,5.643863194,vh,Win64 Executable (generic),0
97e0b3198a23a503ee6c4266be9b0479027e9afd06a4cfccf9be180ad9d97cfb,779264,892928.0,69.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15740.0,0.0,0.0,0.0,20.0,107819.0,6.85,27.1,30.14188701,6.064452372,cs,Win32 Dynamic Link Library (generic),1
80e0895cb55e7b275adfb881c744b6ad7a976909556b45937967876e6819c9da,9778,40960.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0,566.0,7.447368421,100.0,3.797373555,5.95903492,vh,DOS Executable Generic,1
08f821292f06127aed540b5e444c7a005d666b568e4c94f1d981a8d2a9acfb10,126464,139264.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,729.0,0.0,1.0,0.0,1.0,14523.0,19.9218107,44.6,8.551997407,5.958498001,gow,Win32 Executable MS Visual C++ (generic),1
ad9861874682c8a5b3b89433f4cc08d1fd473d4496d23512e95fa24f24cd09b9,7288832,7340032.0,537.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,71240.0,0.0,0.0,0.0,52.0,975421.0,13.69204099,39.9,-2.714326507,5.734981893,vh,InstallShield setup,1
019ea3bed1d752ed3e31de871635f38d404d52761cce8f0b2147cb979b06b635,180224,155648.0,91.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,830.0,0.0,11.0,0.0,1.0,22914.0,27.60722892,55.4,2.580138155,5.600686073,bf,Windows screen saver,0
0f202be598e82d2b6676f6d35305a687435b925a60000a1575f5f3ecbe2ec0af,53248,53248.0,79.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,3.0,3544.0,12.5229682,64.5,3.505471836,5.571808815,er,Win32 Executable MS Visual C++ (generic),0
7d94196d63294d0c1d48ffb472b0f715b13b771b299d485f17aab1188eedb2ff,189112,4194304.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,1.0,807.0,5.847826087,42.7,7.70596338,5.489201546,mc,Win32 Executable (generic),0
f2b44b404179a042f6764f3f40da28913ed8749accac765bf205b5ee387ff19a,2260995,1912832.0,17.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5818.0,0.0,9.0,0.0,11.0,1399909.0,240.6168787,33.1,4.823975625,5.011869405,vh,InstallShield setup,1
0d40670dafd91abb0ec0597d3e73a207c080ee3b3602d6abbe63f36c92a560d8,163840,241664.0,63.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,419.0,2.0,0.0,0.0,1.0,5519.0,13.17183771,82.7,-2.231570001,5.332635403,vh,Win32 Executable Microsoft Visual Basic 6,1
e3d5053ea49c0b667047824093d34c70c6de1f644b04017ec6fcf76a9bf42e54,28480,49152.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,433.0,8.0,19.0,0.0,2.0,8921.0,20.60277136,82.0,4.031616254,5.410704613,er,Win64 Executable (generic),0
ffefbbbbb573b7cb2fb2f96eac5bba75ce9a79b329791a5ebf9c41558d79a469,49152,65536.0,84.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,376.0,0.0,19.0,0.0,4.0,6462.0,17.18617021,82.0,-0.771880586,5.616181374,er,Win64 Executable (generic),0
25d13d4fb148be2d2652418346c55edf7f4663648dee77c254b9267d3543d93e,221310,360448.0,137.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,747.0,0.0,1.0,0.0,3.0,10667.0,14.27978581,91.4,4.105890503,5.623966217,er,WinRAR Self Extracting archive (4.x-5.x),0
88dfd02e4d8e75d64f198ee511cc6850919d968014b403d65a80488efb0e5e54,1790976,1810432.0,189.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4006.0,0.0,0.0,0.0,10.0,31097.0,7.762606091,61.7,-2.209643583,6.401888847,er,Win64 Executable (generic),1
ba4c1003199eaf72b23df32cf8938eb3e7cd06cfb57739a5df8adebc5f63593e,1856488,1855488.0,71.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4168.0,0.0,7.0,0.0,27.0,27460.0,6.588291747,48.8,-1.840261443,6.511331081,gow,Win32 Executable MS Visual C++ (generic),1
e09391f07635ffdefbba06d6aa6a8441766ea5bf8d85c684f171eb7f7802d203,51305282,163840.0,124.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,234547.0,4.0,0.0,0.0,769.0,1319068.0,5.623896277,31.7,0.294156727,6.584521096,er,InstallShield setup,0
5203e4badd96117848a659b6c1caa9dc667dfc69e123a398be1a6fbb26195d5d,4379648,10735616.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23930.0,2.0,0.0,0.0,57.0,140105.0,5.854784789,68.2,5.628270263,6.541642521,er,UPX compressed Win32 Executable,1
7eb135987c3862c961e84af76060169ad63f4fbc1fa5002bd908bb6bee0d2ed9,1573732,20480.0,44.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7931.0,5.0,91.0,0.0,38.0,151821.0,19.14273106,30.2,-7.24656722,5.216581218,vh,Win32 Executable Microsoft Visual Basic 6,1
6bc503000e5b84a27d7b5e3bb9d434d55c4f540781d45fd7c91dbc37ca7c0525,2544128,2572288.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10520.0,1.0,0.0,0.0,39.0,64652.0,6.145627376,81.0,4.157911422,6.542189598,vh,"Generic CIL Executable (.NET, Mono, etc.)",0
9bcc277a1245fc139a3431ff2bd43d49b47d3f17cac65323606ab0ff3732dd2a,15811048,573440.0,166.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,72399.0,1.0,43.0,0.0,236.0,410951.0,5.676197185,41.0,5.790348286,6.584407516,cs,Win32 Executable MS Visual C++ (generic),0
b67cb353ae23f9d6828c4598f030cc5cd977d4d31af808977161dc72d763db59,17408,32768.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,1.0,2724.0,15.30337079,33.1,17.31401219,5.166296959,vh,Win32 Executable (generic),0
68c0ca2607834938625b93c8c2950f0b0a099f33bebc99d767e2124050f3c6a9,43599,258048.0,155.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,259.0,0.0,1.0,0.0,1.0,4274.0,16.5019305,91.7,0.722769288,5.421070576,gow,NSIS - Nullsoft Scriptable Install System,0
db4801e7a67c71896c99f592bf3de54ef7ccbad8786d9b20b6db75ae49621345,132016,143360.0,37.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,751.0,0.0,18.0,0.0,2.0,11765.0,15.66577896,48.7,1.128172863,5.676560402,bf,Win64 Executable (generic),0
